riskAllele,pValue,pValueAnnotation,riskFrequency,orValue,beta,ci,mappedGenes,traitName,efoTraits,bgTraits,accessionId,locations
rs9261484-T,2e-8,-,0.2451,-,0.0635 unit decrease,[0.042-0.085],TRIM40,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:30140906
rs10513789-T,1e-34,-,0.8112,-,0.1485 unit increase,[0.12-0.17],MCCC1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,3:183042285
rs873786-T,2e-21,-,0.0988,-,0.1731 unit decrease,[0.14-0.21],GAK,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:931588
rs12528068-T,2e-10,-,0.2844,-,0.0657 unit increase,[0.046-0.086],"RNU4-66P,RIMS1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:71778059
rs4698412-A,2.0000000000000002e-28,-,0.5529,-,0.1035 unit increase,[0.085-0.122],BST1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:15735725
rs34025766-A,3e-10,-,0.1589,-,0.0839 unit decrease,[0.058-0.11],LCORL,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:17967188
rs75859381-T,1e-10,-,0.9673,-,0.2207 unit decrease,[0.15-0.29],"HMGB1P13,LINC00326",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:132889222
rs199351-A,4.9999999999999996e-26,-,0.5939,-,0.1016 unit increase,[0.083-0.12],GPNMB,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,7:23260430
rs76949143-A,1e-8,-,0.0507,-,0.1432 unit decrease,[0.094-0.193],RABGEF1P1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,7:66544864
rs1293298-A,4e-16,-,0.7444,-,0.093 unit increase,[0.071-0.115],CTSB,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,8:11854934
rs620513-T,3e-15,-,0.2682,-,0.0856 unit decrease,[0.064-0.107],"MSR1,RN7SL474P",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,8:16840084
rs2280104-T,1e-8,-,0.3604,-,0.0556 unit increase,[0.036-0.075],BIN3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,8:22668467
rs2086641-T,2e-8,-,0.7225,-,0.0605 unit decrease,[0.04-0.081],CYRIB,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,8:129889663
rs13294100-T,9e-18,-,0.3422,-,0.0859 unit decrease,[0.066-0.106],SH3GL2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,9:17579692
rs10756907-A,5e-17,-,0.7666,-,0.0926 unit decrease,[0.071-0.114],SH3GL2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,9:17727067
rs6476434-T,7e-9,-,0.7336,-,0.0615 unit decrease,[0.041-0.082],UBAP2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,9:34046393
rs6825004-C,1e-9,-,0.6912,-,0.0622 unit increase,[0.042-0.082],SCARB2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:76189212
rs4101061-A,5e-19,-,0.7107,-,0.0912 unit decrease,[0.071-0.111],"FAM47E,SCARB2",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:76226816
rs6854006-T,6e-21,-,0.3632,-,0.0912 unit decrease,[0.072-0.11],"FAM47E-STBD1,FAM47E",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:76276901
rs356182-A,3.999999999999999e-154,-,0.6278,-,0.2774 unit decrease,[0.26-0.3],SNCA,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:89704960
rs5019538-A,1e-36,-,0.6792,-,0.1565 unit decrease,[0.13-0.18],SNCA,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:89715479
rs10797576-T,7e-17,-,0.1403,-,0.1114 unit increase,[0.085-0.137],SIPA1L2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,1:232528865
rs76116224-A,1e-8,-,0.9042,-,0.1104 unit increase,[0.072-0.148],KCNS3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,2:17966582
rs62333164-A,2e-10,-,0.3264,-,0.0638 unit decrease,[0.044-0.083],CLCN3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:169662006
rs57891859-A,5e-14,-,0.7185,-,0.0807 unit increase,[0.06-0.102],TMEM163,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,2:134707046
rs1474055-T,2.9999999999999996e-39,-,0.1312,-,0.1796 unit increase,[0.15-0.21],"STK39,RN7SL813P",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,2:168253884
rs26431-C,2e-9,-,0.7025,-,0.0621 unit increase,[0.042-0.082],PAM,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,5:103030090
rs6808178-T,8e-12,-,0.3794,-,0.0658 unit increase,[0.047-0.085],RBMS3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,3:28664199
rs12497850-T,1e-10,-,0.6476,-,0.0636 unit increase,[0.044-0.083],IP6K2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,3:48711556
rs4140646-A,6e-12,-,0.2081,-,0.0833 unit increase,[0.06-0.107],"GPR89P,RSL24D1P1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:27771022
rs1450522-A,5e-10,-,0.6742,-,0.0616 unit decrease,[0.042-0.081],SPTSSB,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,3:161359842
rs112485576-A,7e-28,-,0.163,-,0.1676 unit decrease,[0.14-0.2],"HLA-DQA1,HLA-DRB1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:32610995
rs34311866-T,1e-69,-,0.8065,-,0.2126 unit decrease,[0.19-0.24],TMEM175,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:958159
rs997368-A,2e-9,-,0.8049,-,0.0714 unit increase,[0.048-0.095],"LINC02527,CCN6",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:111922088
rs12600861-A,1e-8,-,0.6484,-,0.0565 unit decrease,[0.037-0.076],CHRNB1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:7452302
rs12951632-T,1e-9,-,0.7349,-,0.0642 unit increase,[0.043-0.085],RETREG3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:42588995
rs2269906-A,6e-10,-,0.6531,-,0.0631 unit increase,[0.043-0.083],"UBTF,ATXN7L3-AS1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:44216969
rs850738-A,1e-11,-,0.6056,-,0.071 unit decrease,[0.05-0.092],FAM171A2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:44357262
rs62053943-T,3.9999999999999994e-68,-,0.1552,-,0.27 unit decrease,[0.24-0.3],LINC02210-CRHR1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:45666837
rs117615688-A,7e-16,-,0.067,-,0.2324 unit decrease,[0.18-0.29],LINC02210-CRHR1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:45720942
rs11658976-A,4e-8,-,0.5802,-,0.0624 unit decrease,[0.04-0.085],WNT3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:46789439
rs61169879-T,9e-10,-,0.1641,-,0.082 unit increase,[0.056-0.108],BRIP1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:61840005
rs666463-A,3e-9,-,0.8328,-,0.076 unit increase,[0.051-0.101],DNAH17,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:78429399
rs1941685-T,2e-8,-,0.4983,-,0.0531 unit increase,[0.035-0.072],ASXL3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,18:33724354
rs12456492-A,4.0000000000000004e-23,-,0.6816,-,0.0983 unit decrease,[0.079-0.118],RIT2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,18:43093415
rs8087969-T,1e-8,-,0.5496,-,0.0578 unit decrease,[0.038-0.078],"SMAD4,SRSF10P1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,18:51157219
rs55818311-T,4e-10,-,0.6937,-,0.0696 unit decrease,[0.048-0.091],SPPL2B,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,19:2341049
rs77351827-T,9e-9,-,0.1275,-,0.0802 unit increase,[0.053-0.107],CRLS1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,20:6025395
rs2248244-A,3e-11,-,0.2828,-,0.0714 unit increase,[0.05-0.092],DYRK1A,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,21:37480059
rs35643925-A,8e-22,-,0.0195,-,0.389 unit increase,[0.31-0.47],"SEMA4A,SLC25A44",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,1:156185069
rs4954162-A,2e-8,-,0.1642,-,0.0746 unit decrease,[0.049-0.1],TMEM163,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,2:134681219
rs356228-C,1e-48,-,0.4589,-,0.1503 unit increase,[0.13-0.17],"SNCA,GPRIN3",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:89685975
rs356203-T,5e-149,-,0.6149,-,0.2504 unit decrease,[0.23-0.27],SNCA,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,4:89744890
rs6875262-T,1e-8,-,0.0986,-,0.1141 unit increase,[0.075-0.153],"LINC02240,ZNF608",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,5:124774580
rs9267659-A,4e-11,-,0.2004,-,0.079 unit increase,[0.056-0.102],"EHMT2-AS1,SLC44A4",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,6:31878457
rs181609621-A,8e-11,-,0.9882,-,0.4232 unit decrease,[0.3-0.55],"FGD4,DNM1L",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:32657825
rs117073808-T,2e-20,-,0.9809,-,0.3955 unit decrease,[0.31-0.48],MUC19,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:40528770
rs141128804-T,6e-14,-,0.0173,-,0.3468 unit increase,[0.26-0.44],MUC19,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:40542837
rs138017112-C,7e-12,-,0.0142,-,0.413 unit increase,[0.29-0.53],"GXYLT1,LINC02400",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:41901977
rs896435-T,3e-13,-,0.6892,-,0.0735 unit increase,[0.054-0.093],ITGA8,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,10:15515407
rs10748818-A,1e-9,-,0.8514,-,0.079 unit decrease,[0.054-0.104],GBF1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,10:102255522
rs72840788-A,2e-11,-,0.2155,-,0.0763 unit increase,[0.054-0.098],BAG3,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,10:119656173
rs117896735-A,2.0000000000000002e-28,-,0.0166,-,0.4354 unit increase,[0.36-0.51],INPP5F,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,10:119776815
rs7938782-A,2e-9,-,0.8776,-,0.087 unit increase,[0.059-0.115],RNF141,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,11:10537230
rs12283611-A,3e-10,-,0.4148,-,0.0645 unit decrease,[0.045-0.084],DLG2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,11:83776234
rs3802920-T,6e-20,-,0.2054,-,0.1073 unit increase,[0.084-0.13],IGSF9B,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,11:133917106
rs76904798-T,2.0000000000000002e-28,-,0.1444,-,0.1439 unit increase,[0.12-0.17],"LRRK2-DT,LRRK2",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:40220632
rs34637584-A,4e-148,-,0.0015,-,2.4289 unit increase,[2.25-2.61],LRRK2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:40340400
rs7134559-T,4e-8,-,0.404,-,0.0539 unit decrease,[0.035-0.073],"RPL13AP21,SLC38A1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:46025303
rs10847864-T,9.999999999999999e-38,-,0.364,-,0.1478 unit increase,[0.13-0.17],HIP1R,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:122842051
rs11610045-A,2e-10,-,0.4896,-,0.0601 unit increase,[0.042-0.079],"FBRSL1,GALNT9",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:132487182
rs9568188-T,1e-8,-,0.7397,-,0.0617 unit increase,[0.041-0.083],CAB39L,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,13:49353596
rs4771268-T,1e-9,-,0.2295,-,0.0675 unit increase,[0.046-0.089],"MBNL2,LINC00456",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,13:97212767
rs12147950-T,4e-8,-,0.4376,-,0.0529 unit decrease,[0.034-0.072],MIPOL1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,14:37520065
rs11158026-T,2e-16,-,0.3245,-,0.0842 unit decrease,[0.064-0.104],GCH1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,14:54882151
rs3742785-A,2e-9,-,0.7866,-,0.0707 unit increase,[0.048-0.094],RPS6KL1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,14:74906331
rs979812-T,6e-11,-,0.4421,-,0.061 unit increase,[0.043-0.079],"RNU6-835P,GPR65",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,14:87997920
rs2251086-T,6e-18,-,0.1417,-,0.1186 unit decrease,[0.092-0.145],"RORA,LINC02349",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,15:61705186
rs6497339-A,3e-11,-,0.4536,-,0.063 unit increase,[0.044-0.082],SYT17,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:19266171
rs2904880-C,8e-10,-,0.3094,-,0.065 unit decrease,[0.044-0.086],"CD19,RABEP2",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:28933075
rs11150601-A,5e-20,-,0.6442,-,0.0907 unit increase,[0.071-0.11],SETD1A,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:30966478
rs6500328-A,2e-9,-,0.5985,-,0.0586 unit increase,[0.04-0.078],NOD2,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:50702745
rs3104783-A,1e-12,-,0.4343,-,0.0668 unit increase,[0.048-0.085],CASC16,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:52602330
rs10221156-A,1e-10,-,0.0932,-,0.1156 unit decrease,[0.081-0.151],PHB1P21,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,16:52935514
rs144755950-T,2e-10,-,0.9856,-,0.3993 unit decrease,[0.28-0.52],GXYLT1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,12:42141601
rs17686238-T,8e-27,-,0.1071,-,0.1896 unit decrease,[0.15-0.22],"ARHGAP27,RNA5SP443",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:45339907
rs9912362-T,2e-13,-,0.3594,-,0.077 unit increase,[0.057-0.097],LINC02210-CRHR1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:45706862
rs7221167-T,9.999999999999999e-38,-,0.581,-,0.1443 unit increase,[0.12-0.17],MAPT-AS1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:45855941
rs7225002-A,2e-40,-,0.6094,-,0.1351 unit increase,[0.12-0.15],KANSL1,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:46111701
rs199453-T,9e-67,-,0.231,-,0.2045 unit decrease,[0.18-0.23],NSF,Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,17:46723580
rs2295545-T,8e-11,-,0.6105,-,0.0622 unit increase,[0.043-0.081],"LZTS3,DDRGK1",Parkinson's disease or first degree relation to individual with Parkinson's disease,Parkinson disease,-,GCST009325,20:3184040
rs6826785-?,1.9999999999999997e-37,-,NR,-,-,-,SNCA,Parkinson's disease,Parkinson disease,-,GCST010049,4:89761323
rs6679073-?,4e-21,-,NR,-,-,-,"SLC41A1,RAB29",Parkinson's disease,Parkinson disease,-,GCST010049,1:205787356
rs2292056-?,8e-17,-,NR,-,-,-,"MCCC1,MCCC1-AS1",Parkinson's disease,Parkinson disease,-,GCST010049,3:183017423
rs16846351-?,8e-10,-,NR,-,-,-,"ITPKB-IT1,ITPKB",Parkinson's disease,Parkinson disease,-,GCST010049,1:226659011
rs12278023-?,2e-8,-,NR,-,-,-,DLG2,Parkinson's disease,Parkinson disease,-,GCST010049,11:83799074
rs1887316-?,3e-8,-,NR,-,-,-,FYN,Parkinson's disease,Parkinson disease,-,GCST010049,6:111830249
rs4130047-?,5e-8,-,NR,-,-,-,RIT2,Parkinson's disease,Parkinson disease,-,GCST010049,18:43098270
rs6449168-?,4e-7,-,NR,-,-,-,BST1,Parkinson's disease,Parkinson disease,-,GCST010049,4:15726090
rs34311866-?,7e-6,-,NR,-,-,-,TMEM175,Parkinson's disease,Parkinson disease,-,GCST010049,4:958159
rs246814-C,6e-10,-,NR,1.11,-,[1.07-1.13],"SV2C,SV2C-AS2",Parkinson's disease,Parkinson disease,-,GCST010049,5:76303383
rs3115534-G,2e-14,-,NR,1.58,-,[1.37-1.8],GBA1,Parkinson's disease,Parkinson disease,-,GCST90320242,1:155235878
rs35643925-A,5e-9,-,NR,-,0.5105 unit increase,[0.34-0.68],"SEMA4A,SLC25A44",Parkinson's disease,Parkinson disease,-,GCST90018894,1:156185069
rs356220-C,6e-13,-,NR,-,0.2542 unit decrease,[0.19-0.32],SNCA,Parkinson's disease,Parkinson disease,-,GCST90018894,4:89720189
rs12771445-T,1e-8,-,0.314,0.663,-,[0.52-0.8],PLPP4,Parkinson's disease,Parkinson disease,-,GCST90095083,10:120558635
rs356182-A,6e-8,-,0.617,0.686,-,[0.55-0.82],SNCA,Parkinson's disease,Parkinson disease,-,GCST90095083,4:89704960
rs7752646-T,4e-7,-,0.873,0.489,-,[0.28-0.7],"FAM136FP,NUP50P4",Parkinson's disease,Parkinson disease,-,GCST90095083,6:74737372
rs356219-?,6e-41,-,NR,-,-,-,SNCA,Parkinson disease (MTAG),Parkinson disease,-,GCST90256604,4:89716450
rs1372518-?,3e-28,-,NR,-,-,-,SNCA,Parkinson disease (MTAG),Parkinson disease,-,GCST90256604,4:89836143
rs373616374-?,6e-9,-,NR,-,-,-,BCL9,Parkinson's disease (PheCode 332),Parkinson disease,-,GCST90651411,1:147564992
chr17:43755871-A,7e-13,-,0.2564,-,0.132 unit decrease,[0.096-0.168],-,Parkinson's disease,Parkinson disease,-,GCST90475830,-
rs34637584-G,2e-11,-,0.9997,-,1.638 unit decrease,[1.25-2.03],LRRK2,Parkinson's disease,Parkinson disease,-,GCST90475830,12:40340400
rs356183-G,3e-12,-,0.4541,-,0.112 unit increase,[0.08-0.144],SNCA,Parkinson's disease,Parkinson disease,-,GCST90475830,4:89704947
rs1311506805-A,4e-11,-,0.9996,-,3.35 unit decrease,[3.33-3.37],SPATA6,Parkinson's disease,Parkinson disease,-,GCST90480008,1:48345118
rs356183-G,6e-13,-,0.4991,-,0.1157 unit increase,[0.081-0.151],SNCA,Parkinson's disease,Parkinson disease,-,GCST90480008,4:89704947
rs34637584-G,7e-17,-,0.9996,-,1.594 unit decrease,[1.53-1.66],LRRK2,Parkinson's disease,Parkinson disease,-,GCST90480008,12:40340400
rs1724407-C,2e-13,-,0.3076,-,0.1293 unit decrease,[0.1-0.159],LINC02210-CRHR1,Parkinson's disease,Parkinson disease,-,GCST90480008,17:45670249
rs528521148-C,1e-11,-,0.9968,-,0.9932 unit decrease,[0.9-1.09],COMMD1,Parkinson's disease,Parkinson disease,-,GCST90479727,2:62072723
rs559557961-C,3e-11,-,0.9995,-,3.021 unit decrease,[2.99-3.05],"LINC02034,TPRA1",Parkinson's disease,Parkinson disease,-,GCST90479727,3:127563982
rs34637584-G,3e-12,-,0.9996,-,1.805 unit decrease,[1.74-1.87],LRRK2,Parkinson's disease,Parkinson disease,-,GCST90479727,12:40340400
rs34400130-C,4e-11,-,0.9991,-,3.784 unit decrease,[3.77-3.8],CDC42BPB,Parkinson's disease,Parkinson disease,-,GCST90479727,14:102973017
rs73415968-G,2e-11,-,0.9994,-,3.095 unit decrease,[3.07-3.12],LDLRAD4,Parkinson's disease,Parkinson disease,-,GCST90479727,18:13651014
rs1941184-C,4e-6,-,NR,-,2.28 years decrease,[NR],DSG3,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST000490,18:31458160
rs17565841-A,3e-6,-,NR,-,2.84 years decrease,[NR],"GABRG3,OCA2",Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST000490,15:27752101
rs10918270-A,8e-6,-,NR,-,2.26 years decrease,[NR],ATF6,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST000490,1:161945711
rs10767971-T,5e-7,-,NR,-,3.24 years increase,[NR],"QSER1,PRRG4",Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST000490,11:32874118
rs7577851-T,9e-6,-,NR,-,6.85 years decrease,[NR],AAK1,Parkinson's disease (age of onset),"age at onset,Parkinson disease",-,GCST000490,2:69496578
rs997277-?,5e-8,-,0.345,1.63,-,[NR],"COL3A1,DIRC1",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,2:188886137
rs10788972-?,6e-8,-,0.435,1.56,-,[NR],TCEANC2,Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,1:54106570
rs78736162-?,3e-7,-,0.042,2.79,-,[NR],MX2,Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,21:41368561
rs6465122-T,7e-7,-,0.223,1.67,-,[NR],ZP3,Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,7:76411547
rs12921479-?,9e-7,-,0.343,1.54,-,[NR],"TRAPPC2L,PABPN1L",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,16:88862799
rs141863958-?,1e-6,-,0.028,3.32,-,[NR],KCNIP4,Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,4:21291814
rs816535-C,1e-6,-,0.811,1.8,-,[NR],"MIR663AHG,FRG1CP",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,20:26275360
rs7984966-?,2e-6,-,0.245,1.61,-,[NR],"HTR2A-AS1,HTR2A",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,13:46855311
rs4778720-?,2e-6,-,0.442,1.46,-,[NR],"RNU6-667P,RPL7L1P15",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,15:79683305
rs12959200-?,2e-6,-,0.141,1.68,-,[NR],"LINC02582,RN7SL401P",Parkinson disease and lewy body pathology,"Lewy body attribute,Parkinson disease",-,GCST002778,18:73599819
rs344650-G,1e-11,-,0.016,3.4,-,[2.39-4.85],LHFPL2,"Parkinson's disease (familial, age at onset)","age at onset,Parkinson disease",-,GCST003652,5:78564785
rs74335301-?,3e-6,-,NR,2.2,-,[NR],TRPS1,"Parkinson's disease (familial, age at onset)","age at onset,Parkinson disease",-,GCST003652,8:115626410
rs79503702-?,5e-8,-,NR,3.82,-,[NR],KLHDC1,"Parkinson's disease (familial, age at onset)","age at onset,Parkinson disease",-,GCST003652,14:49739452
rs117267308-A,9e-11,-,0.012,4.55,-,[2.88-7.20],TPM1,"Parkinson's disease (familial, age at onset)","age at onset,Parkinson disease",-,GCST003652,15:63054177
rs5870994-C,1e-6,-,0.23,-,0.21 unit increase,[0.13-0.29],"ZNF475,SNCAIP",Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,5:122193659
rs7870456-T,2e-6,-,0.22,-,0.21 unit increase,[0.13-0.29],PTPRD,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,9:8454921
rs72767442-A,2e-6,-,0.41,-,0.18 unit decrease,[0.1-0.26],MCTP2,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,15:94320087
rs6741991-G,3e-6,-,0.26,-,0.2 unit increase,[0.12-0.28],KLHL29,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,2:23493673
rs35950207-T,5e-6,-,0.31,-,0.18 unit decrease,[0.1-0.26],"AQP10,RNU6-121P",Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,1:154319482
chr6:119067987-T,5e-6,-,NR,-,0.7 unit increase,[0.41-0.99],-,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,-
rs74709761-C,6e-6,-,NR,-,0.41 unit decrease,[0.23-0.59],ANO2,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,12:5829410
rs4436579-T,7e-6,-,NR,-,0.18 unit increase,[0.1-0.26],"NXPE2,CADM1",Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,11:114821560
rs12813102-C,8e-6,-,0.04,-,0.43 unit increase,[0.23-0.63],GPR19,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,12:12677103
rs4128840-A,8e-6,-,0.41,-,0.17 unit decrease,[0.092-0.248],THSD4,Parkinson's disease progression (motor),"Parkinson disease,disease progression measurement",-,GCST011038,15:71520619
