DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	1q32.1	1	205787356	PARK16	RAB29 - SLC41A1	ENSG00000117280	ENSG00000133065		11874	1738	rs6679073-?	rs6679073	0	6679073	intergenic_variant	1	NR	4E-21	20.397940008672037				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	3q27.1	3	183017423	MCCC1	MCCC1, MCCC1-AS1			ENSG00000078070, ENSG00000243368			rs2292056-?	rs2292056	0	2292056	non_coding_transcript_exon_variant	0	NR	8E-17	16.096910013008056				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	1q42.12	1	226659011	ITPKB	ITPKB, ITPKB-IT1			ENSG00000143772, ENSG00000228382			rs16846351-?	rs16846351	0	16846351	intron_variant	0	NR	8E-10	9.096910013008056				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	11q14.1	11	83799074	DLG2	DLG2			ENSG00000150672			rs12278023-?	rs12278023	0	12278023	intron_variant	0	NR	2E-8	7.698970004336019				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	6q21	6	111830249	FYN	FYN			ENSG00000010810			rs1887316-?	rs1887316	0	1887316	intron_variant	0	NR	3E-8	7.522878745280337				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	18q12.3	18	43098270	RIT2	RIT2			ENSG00000152214			rs4130047-?	rs4130047	0	4130047	intron_variant	0	NR	5E-8	7.301029995663981				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	4p15.32	4	15726090	BST1	BST1			ENSG00000109743			rs6449168-?	rs6449168	0	6449168	intron_variant	0	NR	4E-7	6.3979400086720375				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	4p16.3	4	958159	TMEM175, GAK, DGKQ	TMEM175			ENSG00000127419			rs34311866-?	rs34311866	0	34311866	missense_variant	0	NR	7E-6	5.154901959985743				Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2020-06-05	32310270	Foo JN	2020-04-20	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/32310270	Identification of Risk Loci for Parkinson Disease in Asians and Comparison of Risk Between Asians and Europeans: A Genome-Wide Association Study.	Parkinson's disease	6,724 East Asian ancestry cases, 24,851 East Asian ancestry controls	57,545 European ancestry cases, 1,868,816 European ancestry controls, 988 Japanese ancestry cases, 2,521 Japanese ancestry controls	5q13.3	5	76303383	SV2C	SV2C			ENSG00000122012			rs246814-C	rs246814	0	246814	intron_variant	0	NR	6E-10	9.221848749616356		1.11	[1.07-1.13]	Illumina [5843213] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST010049	Genome-wide genotyping array
2019-05-10	30957308	Blauwendraat C	2019-04-07	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/30957308	Parkinson's disease age at onset genome-wide association study: Defining heritability, genetic loci, and α-synuclein mechanisms.	Parkinson's disease (age of onset)	17,996 cases	10,572 cases	4q22.1	4	89744890	SNCA	SNCA			ENSG00000145335			rs356203-?	rs356203	0	356203	intron_variant	0	NR	2E-12	11.698970004336019		0.626	[0.45-0.80] unit decrease	Illumina [6850647] (imputed)	N	age at onset, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0004847, http://purl.obolibrary.org/obo/MONDO_0005180	GCST007780	Genome-wide genotyping array
2019-05-10	30957308	Blauwendraat C	2019-04-07	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/30957308	Parkinson's disease age at onset genome-wide association study: Defining heritability, genetic loci, and α-synuclein mechanisms.	Parkinson's disease (age of onset)	17,996 cases	10,572 cases	4q22.1	4	89840793	SNCA	SNCA-AS1			ENSG00000247775			rs983361-?	rs983361	0	983361	intron_variant	0	NR	7E-6	5.154901959985743	(Conditional)	0.484	[0.27-0.70] unit decrease	Illumina [6850647] (imputed)	N	age at onset, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0004847, http://purl.obolibrary.org/obo/MONDO_0005180	GCST007780	Genome-wide genotyping array
2019-05-10	30957308	Blauwendraat C	2019-04-07	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/30957308	Parkinson's disease age at onset genome-wide association study: Defining heritability, genetic loci, and α-synuclein mechanisms.	Parkinson's disease (age of onset)	17,996 cases	10,572 cases	4p16.3	4	958159	GAK, TMEM175	TMEM175			ENSG00000127419			rs34311866-C	rs34311866	0	34311866	missense_variant	0	0.2566	1E-8	8.0		0.613	[0.40-0.82] unit decrease	Illumina [6850647] (imputed)	N	age at onset, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0004847, http://purl.obolibrary.org/obo/MONDO_0005180	GCST007780	Genome-wide genotyping array
2019-05-10	30957308	Blauwendraat C	2019-04-07	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/30957308	Parkinson's disease age at onset genome-wide association study: Defining heritability, genetic loci, and α-synuclein mechanisms.	Parkinson's disease (age of onset)	17,996 cases	10,572 cases	19q13.32	19	44908684	APOE	APOE			ENSG00000130203			rs429358-?	rs429358	0	429358	missense_variant	0	NR	6E-8	7.221848749616356		0.707	[0.45-0.96] unit decrease	Illumina [6850647] (imputed)	N	age at onset, Parkinson disease	http://www.ebi.ac.uk/efo/EFO_0004847, http://purl.obolibrary.org/obo/MONDO_0005180	GCST007780	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	20p12.1	20	13316265	C20orf82	ISM1 - TASP1	ENSG00000101230	ENSG00000089123		15614	73127	rs1223271-G	rs1223271	0	1223271	intergenic_variant	1	0.87	5E-6	5.301029995663981		1.18	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	4q21.1	4	76277833	STBD1	FAM47E-STBD1, FAM47E			ENSG00000272414, ENSG00000189157			rs6812193-C	rs6812193	0	6812193	intron_variant	0	0.66	4E-7	6.3979400086720375		1.12	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	10p13	10	15519544	ITGA8	ITGA8			ENSG00000077943			rs7077361-T	rs7077361	0	7077361	intron_variant	0	0.89	5E-6	5.301029995663981		1.19	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	4q22.1	4	89757390	SNCA	SNCA			ENSG00000145335			rs2736990-C	rs2736990	0	2736990	intron_variant	0	0.51	2E-16	15.698970004336019		1.23	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	17q21.31	17	46751565	NSF	NSF			ENSG00000073969			rs199533-C	rs199533	0	199533	synonymous_variant	0	0.83	1E-14	14.0		1.28	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	17q21.31	17	45641777	MAPT, C17orf69, KIAA1267, LOC644246	LINC02210, LINC02210, LINC02210-CRHR1			ENSG00000293460, ENSG00000204650, ENSG00000263715			rs393152-A	rs393152	0	393152	intron_variant	0	0.82	2E-16	15.698970004336019		1.3	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	1q32.1	1	205744250	PARK16, NUCKS1	NUCKS1			ENSG00000069275			rs823128-A	rs823128	0	823128	intron_variant	0	0.97	7E-8	7.154901959985743		1.52	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	10q24.32	10	102831636	SFXN2, C10orf32, CNNM2, CYP17A1	CYP17A1, WBP1L			ENSG00000148795, ENSG00000166272			rs17115100-G	rs17115100	0	17115100	intron_variant	0	0.91	7E-8	7.154901959985743		1.25	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	4q22.1	4	89876150	MMRN1	SNCA-AS1 - MMRN1	ENSG00000247775	ENSG00000138722		33856	3382	rs6532197-G	rs6532197	0	6532197	intron_variant	1	0.09	1E-7	7.0		1.32	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2009-12-10	19915575	Simon-Sanchez J	2009-11-15	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/19915575	Genome-wide association study reveals genetic risk underlying Parkinson's disease.	Parkinson's disease	1,713 European ancestry cases, 3,978 European ancestry controls	3,361 European ancestry cases, 4,573 European ancestry controls	14q22.2	14	53824112	BMP4	LINC02331, DDHD1-DT			ENSG00000235269, ENSG00000258731			rs12431733-T	rs12431733	0	12431733	intron_variant	0	0.48	3E-6	5.522878745280337		1.13	[NR]	Illumina [463185]	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST000528	Genome-wide genotyping array
2024-03-14	38014556	Andrews SV	2023-11-28	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/38014556	The Genetic Drivers of Juvenile, Young, and Early-Onset Parkinson's Disease in India.	Parkinson's disease	515 South Asian ancestry cases, 1,363 South Asian ancestry controls	NA	4q22.1	4	89704960		SNCA			ENSG00000145335			rs356182-?	rs356182	0	356182	intron_variant	0	NR	4E-11	10.397940008672037				NR [4499703] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90320240	Genome-wide genotyping array, Genome-wide sequencing
2024-03-14	38014556	Andrews SV	2023-11-28	Mov Disord	www.ncbi.nlm.nih.gov/pubmed/38014556	The Genetic Drivers of Juvenile, Young, and Early-Onset Parkinson's Disease in India.	Parkinson's disease	515 South Asian ancestry cases, 1,363 South Asian ancestry controls	NA	2p16.1	2	56375408		CCDC85A			ENSG00000055813			rs59330234-?	rs59330234	0	59330234	intron_variant	0	NR	1E-8	8.0				NR [4499703] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90320240	Genome-wide genotyping array, Genome-wide sequencing
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Parkinson's disease	2,638 European ancestry cases, 477,380 European ancestry controls, 340 East Asian ancestry cases, 175,788 East Asian ancestry controls	NA	1q22	1	156185069		SEMA4A - SLC25A44	ENSG00000196189	ENSG00000160785		7317	8863	rs35643925-A	rs35643925	0	35643925	intergenic_variant	1	NR	5E-9	8.301029995663981		0.5105	[0.34-0.68] unit increase	Affymetrix, Illumina [25844586] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90018894	Genome-wide genotyping array
2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Parkinson's disease	2,638 European ancestry cases, 477,380 European ancestry controls, 340 East Asian ancestry cases, 175,788 East Asian ancestry controls	NA	4q22.1	4	89720189		SNCA			ENSG00000145335			rs356220-C	rs356220	0	356220	intron_variant	0	NR	6E-13	12.221848749616356		0.2542	[0.19-0.32] unit decrease	Affymetrix, Illumina [25844586] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90018894	Genome-wide genotyping array
2021-10-22	34227697	Loesch DP	2021-07-06	Ann Neurol	www.ncbi.nlm.nih.gov/pubmed/34227697	Characterizing the Genetic Architecture of Parkinson's Disease in Latinos.	Parkinson's disease	807 Latino cases, 690 Latino controls	1,234 Latino cases, 439,522 Latino controls	4q22.1	4	89704960		SNCA			ENSG00000145335			rs356182-?	rs356182	0	356182	intron_variant	0	NR	5E-8	7.301029995663981		0.234	[0.15-0.32] unit increase	Illumina [1240909] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90026456	Genome-wide genotyping array
2025-07-29	40465716	Liu TY	2025-06-04	Sci Adv	www.ncbi.nlm.nih.gov/pubmed/40465716	Diversity and longitudinal records: Genetic architecture of disease associations and polygenic risk in the Taiwanese Han population.	Parkinson's disease (PheCode 332)	1,622 Han Taiwanese ancestry cases, 218,635 Han Taiwanese ancestry controls	NA	1q21.2	1	147564992		BCL9			ENSG00000116128			rs373616374-?	rs373616374	0	373616374	intron_variant	0	NR	6E-9	8.221848749616356				Affymetrix [14181206] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST90651411	Genome-wide genotyping array
2020-01-07	31755958	Blauwendraat C	2019-11-22	Brain	www.ncbi.nlm.nih.gov/pubmed/31755958	Genetic modifiers of risk and age at onset in GBA associated Parkinson's disease and Lewy body dementia.	Parkinson's disease in GBA mutation carriers	1,588 European ancestry cases, 7,584 European ancestry controls	up to 1,194 European ancestry cases, up to 13,901 European ancestry controls	4q22.1	4	89716450	SNCA	SNCA			ENSG00000145335			rs356219-?	rs356219	0	356219	intron_variant	0	NR	2E-11	10.698970004336019		1.29	[1.198-1.391]	Illumina [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009373	Genome-wide genotyping array
2020-01-07	31755958	Blauwendraat C	2019-11-22	Brain	www.ncbi.nlm.nih.gov/pubmed/31755958	Genetic modifiers of risk and age at onset in GBA associated Parkinson's disease and Lewy body dementia.	Parkinson's disease in GBA mutation carriers	1,588 European ancestry cases, 7,584 European ancestry controls	up to 1,194 European ancestry cases, up to 13,901 European ancestry controls	8p23.1	8	11854934	CTSB	CTSB			ENSG00000164733			rs1293298-?	rs1293298	0	1293298	intron_variant	0	NR	6E-6	5.221848749616356		1.22	[1.12-1.32]	Illumina [NR] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST009373	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	14q22.2	14	54882151	GCH1	GCH1			ENSG00000131979			rs11158026-C	rs11158026	0	11158026	intron_variant	0	0.665	6E-11	10.221848749616356		1.11	[1.08-1.14]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	14q24.1	14	67517653	TMEM229B	TMEM229B			ENSG00000198133			rs1555399-T	rs1555399	0	1555399	intergenic_variant	0	0.532	7E-14	13.154901959985743		1.1148	[1.09-1.14]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	15q22.2	15	61701935	VPS13C	RORA - LINC02349	ENSG00000069667	ENSG00000259284		472633	11070	rs2414739-A	rs2414739	0	2414739	intergenic_variant	1	0.734	1E-11	11.0		1.113	[1.08-1.14]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	16p11.2	16	31110472	BCKDK, STX1B	BCKDK			ENSG00000103507			rs14235-A	rs14235	0	14235	synonymous_variant	0	0.381	2E-12	11.698970004336019		1.103	[1.08-1.13]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	17q21.31	17	45917282	MAPT	MAPT			ENSG00000186868			rs17649553-C	rs17649553	0	17649553	intron_variant	0	0.774	2E-48	47.69897000433602		1.3	[1.27-1.34]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	18q12.3	18	43093415	RIT2	RIT2			ENSG00000152214			rs12456492-G	rs12456492	0	12456492	intron_variant	0	0.307	8E-12	11.096910013008056		1.11	[1.08-1.14]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	19p13.3	19	2363321	SPPL2B	TMPRSS9			ENSG00000178297			rs62120679-T	rs62120679	0	62120679	intron_variant	0	0.314	6E-7	6.221848749616356		1.097	[1.06-1.13]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	20p13	20	3187520	DDRGK1	LZTS3 - DDRGK1	ENSG00000088899	ENSG00000198171		13971	2830	rs8118008-A	rs8118008	0	8118008	intron_variant	1	0.657	3E-11	10.522878745280337		1.111	[1.08-1.14]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	8p22	8	16839582	FGF20	MSR1 - RN7SL474P	ENSG00000038945	ENSG00000264092		272092	23614	rs591323-G	rs591323	0	591323	intron_variant	1	0.725	7E-8	7.154901959985743		1.09	[1.06-1.12]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
2015-05-09	25064009	Nalls MA	2014-07-27	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/25064009	Large-scale meta-analysis of genome-wide association data identifies six new risk loci for Parkinson's disease.	Parkinson's disease	13,708 European ancestry cases, 95,282 European ancestry controls	5,353 European ancestry cases, 5,551 European ancestry controls	1q22	1	155162560	GBA, SYT11	HMGN2P18 - KRTCAP2	ENSG00000223452	ENSG00000163463		13747	6848	rs35749011-A	rs35749011	0	35749011	intergenic_variant	1	0.017	1E-29	29.0		1.824	[1.72-1.93]	Illumina [7893274] (imputed)	N	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	GCST002544	Genome-wide genotyping array
